Year,Date,State,Magnitude,Injuries/Fatalities,len,Travel (km)
1995,02-Jul-95,TX,0,0,0.1,0.161
1995,02-Jul-95,KS,0,0,2,3.219
1995,02-Jul-95,TX,0,0,0.3,0.483
1995,02-Jul-95,TX,0,0,0.5,0.805
1995,03-Jul-95,SD,0,0,0.1,0.161
1995,03-Jul-95,KS,0,0,2,3.219
1995,03-Jul-95,KS,0,0,1,1.609
1995,03-Jul-95,SD,0,0,0.1,0.161
1995,03-Jul-95,KS,1,0,0.3,0.483
1995,04-Jul-95,KS,1,0,3.7,5.955
1995,04-Jul-95,KS,1,0,1,1.609
1995,04-Jul-95,KS,0,0,0.1,0.161
1995,04-Jul-95,KS,0,0,0.5,0.805
1995,04-Jul-95,OK,0,0,0.1,0.161
1995,04-Jul-95,OK,1,0,0.1,0.161
1995,04-Jul-95,TX,0,0,0.1,0.161
1995,05-Jul-95,IA,1,0,8,12.875
1995,09-Jul-95,OK,0,0,2.5,4.023
1995,09-Jul-95,SD,0,0,0.1,0.161
1995,12-Jul-95,SD,0,0,0.1,0.161
1995,13-Jul-95,SD,0,0,0.1,0.161
1995,14-Jul-95,IA,0,0,3,4.828
1995,16-Jul-95,SD,0,0,0.1,0.161
1995,17-Jul-95,NE,0,0,0.1,0.161
1995,19-Jul-95,IA,0,0,4,6.437
1995,20-Jul-95,KS,0,0,0.1,0.161
1995,22-Jul-95,TX,0,0,0.1,0.161
1995,23-Jul-95,TX,1,0,4,6.437
1995,23-Jul-95,TX,0,0,2,3.219
1995,23-Jul-95,OK,0,0,0.4,0.644
1995,23-Jul-95,OK,0,0,0.3,0.483
1995,23-Jul-95,OK,0,0,0.2,0.322
1995,25-Jul-95,KS,0,0,0.2,0.322
1995,25-Jul-95,KS,2,0,3,4.828
1995,27-Jul-95,IA,3,0,20,32.187
1995,27-Jul-95,IA,0,0,0.1,0.161
1995,27-Jul-95,IA,0,0,0.1,0.161
1995,27-Jul-95,IA,0,0,0.1,0.161
1995,27-Jul-95,IA,2,0,10.5,16.898
1995,27-Jul-95,IA,2,0,5.5,8.851
1995,27-Jul-95,IA,2,0,17,27.359
1995,27-Jul-95,IA,0,0,0.3,0.483
1995,27-Jul-95,IA,0,0,0.1,0.161
1995,27-Jul-95,IA,0,0,0.5,0.805
1995,27-Jul-95,IA,2,0,7.5,12.07
1995,30-Jul-95,TX,0,0,0.1,0.161
1995,30-Jul-95,LA,0,0,0.1,0.161
1995,30-Jul-95,TX,0,0,0.1,0.161
1995,31-Jul-95,TX,0,0,1.5,2.414
1995,01-Aug-95,TX,0,0,0.1,0.161
1995,04-Aug-95,IA,0,0,0.1,0.161
1995,05-Aug-95,NE,0,0,0.1,0.161
1995,05-Aug-95,NE,0,0,1,1.609
1995,05-Aug-95,KS,0,0,0.1,0.161
1995,13-Aug-95,IA,0,0,0.2,0.322
1995,17-Aug-95,TX,0,0,0.4,0.644
1995,17-Aug-95,SD,0,0,0.1,0.161
1995,18-Aug-95,LA,1,0,2,3.219
1995,23-Aug-95,TX,0,0,0.1,0.161
1995,27-Aug-95,SD,0,0,0.1,0.161
1995,05-Sep-95,TX,0,0,0.5,0.805
1995,21-Sep-95,TX,0,0,0.2,0.322
1995,02-Oct-95,TX,1,0,0.5,0.805
1995,26-Oct-95,OK,0,0,0.1,0.161
1995,26-Oct-95,OK,0,0,2,3.219
1995,26-Oct-95,OK,0,0,0.1,0.161
1995,26-Oct-95,OK,0,0,3,4.828
1995,02-Nov-95,LA,0,0,0.2,0.322
1995,15-Dec-95,TX,0,0,8.4,13.518
1995,17-Dec-95,TX,0,0,0.1,0.161
1995,17-Dec-95,TX,0,1,0.1,0.161
1995,17-Dec-95,TX,0,0,4,6.437
1995,17-Dec-95,TX,0,0,0.1,0.161
1995,17-Dec-95,TX,0,0,0.1,0.161
1995,17-Dec-95,TX,0,0,2,3.219
1995,17-Dec-95,TX,0,0,0.1,0.161
1995,17-Dec-95,LA,0,0,0.1,0.161
1995,17-Dec-95,LA,2,1,0.2,0.322
1995,18-Dec-95,TX,0,0,2,3.219
1995,18-Dec-95,LA,0,0,0.1,0.161
1995,18-Dec-95,TX,0,0,0.1,0.161
1995,18-Dec-95,LA,1,0,0.5,0.805
1996,17-Jan-96,TX,2,5,2.5,4.023
1996,17-Jan-96,TX,1,1,3,4.828
1996,17-Jan-96,TX,2,0,0.5,0.805
1996,17-Jan-96,TX,1,0,1.5,2.414
1996,17-Jan-96,TX,1,0,1.2,1.931
1996,17-Jan-96,TX,0,0,0.1,0.161
1996,17-Jan-96,TX,0,0,2,3.219
1996,17-Jan-96,TX,1,0,5,8.047
1996,17-Jan-96,TX,1,0,4,6.437
1996,23-Jan-96,LA,2,30,7.5,12.07
1996,26-Jan-96,LA,1,3,1,1.609
1996,27-Feb-96,TX,0,1,4.8,7.725
1996,05-Mar-96,TX,0,0,0.5,0.805
1996,05-Mar-96,TX,0,0,0.5,0.805
1996,24-Mar-96,OK,0,0,0.1,0.161
1996,24-Mar-96,KS,0,0,0.1,0.161
1996,24-Mar-96,KS,0,0,1,1.609
1996,24-Mar-96,IA,0,0,0.1,0.161
1996,30-Mar-96,LA,0,0,0.5,0.805
1996,12-Apr-96,TX,0,0,0.1,0.161
1996,12-Apr-96,TX,2,0,1,1.609
1996,12-Apr-96,TX,0,0,0.1,0.161
1996,12-Apr-96,LA,0,0,0.1,0.161
1996,13-Apr-96,TX,2,0,0.5,0.805
1996,13-Apr-96,TX,0,0,0.1,0.161
1996,14-Apr-96,LA,0,0,0.1,0.161
1996,14-Apr-96,LA,0,0,0.2,0.322
1996,19-Apr-96,TX,0,0,0.1,0.161
1996,19-Apr-96,TX,2,0,0.5,0.805
1996,19-Apr-96,IA,0,0,0.1,0.161
1996,19-Apr-96,IA,0,0,0.2,0.322
1996,20-Apr-96,TX,1,0,5,8.047
1996,20-Apr-96,LA,0,0,0.5,0.805
1996,21-Apr-96,OK,0,0,2,3.219
1996,21-Apr-96,OK,1,0,0.5,0.805
1996,21-Apr-96,OK,1,0,4.5,7.242
1996,21-Apr-96,OK,0,0,0.1,0.161
1996,21-Apr-96,OK,0,0,0.1,0.161
1996,21-Apr-96,OK,0,0,2.5,4.023
1996,21-Apr-96,OK,0,0,0.1,0.161
1996,21-Apr-96,OK,1,0,0.5,0.805
1996,21-Apr-96,OK,0,0,1,1.609
1996,21-Apr-96,OK,1,0,3,4.828
1996,21-Apr-96,OK,0,0,0.1,0.161
1996,21-Apr-96,OK,0,0,0.5,0.805
1996,21-Apr-96,OK,0,0,0.5,0.805
1996,21-Apr-96,OK,1,0,0.1,0.161
1996,21-Apr-96,TX,0,0,0.1,0.161
1996,21-Apr-96,TX,0,0,0.1,0.161
1996,21-Apr-96,TX,0,0,2,3.219
1996,21-Apr-96,TX,0,0,2,3.219
1996,21-Apr-96,OK,0,9,3,4.828
1996,21-Apr-96,TX,0,0,0.1,0.161
1996,21-Apr-96,OK,1,0,5,8.047
1996,21-Apr-96,TX,0,0,1,1.609
1996,21-Apr-96,OK,1,0,1,1.609
1996,21-Apr-96,TX,0,0,0.1,0.161
1996,21-Apr-96,TX,0,0,1,1.609
1996,21-Apr-96,TX,0,0,2,3.219
1996,21-Apr-96,OK,3,0,0.1,0.161
1996,21-Apr-96,TX,0,0,2,3.219
1996,22-Apr-96,LA,2,1,15,24.14
1996,22-Apr-96,TX,0,0,0.5,0.805
1996,28-Apr-96,TX,0,0,0.1,0.161
1996,28-Apr-96,TX,0,0,0.1,0.161
1996,28-Apr-96,TX,0,0,0.1,0.161
1996,28-Apr-96,TX,0,0,0.1,0.161
1996,28-Apr-96,TX,0,0,0.1,0.161
1996,08-May-96,NE,0,0,0.3,0.483
1996,08-May-96,NE,2,15,9.5,15.289
1996,08-May-96,NE,1,0,7,11.265
1996,08-May-96,NE,1,0,1.5,2.414
1996,08-May-96,NE,1,0,2.5,4.023
1996,08-May-96,KS,0,0,0.5,0.805
1996,09-May-96,IA,1,0,0.7,1.127
1996,09-May-96,IA,1,0,2,3.219
1996,09-May-96,IA,0,0,1,1.609
1996,09-May-96,LA,0,0,2.5,4.023
1996,09-May-96,TX,0,0,0.1,0.161
1996,09-May-96,TX,0,0,5,8.047
1996,09-May-96,KS,0,0,0.1,0.161
1996,09-May-96,KS,0,0,0.1,0.161
1996,09-May-96,TX,0,0,0.1,0.161
1996,09-May-96,TX,0,0,0.6,0.966
1996,09-May-96,KS,0,0,0.2,0.322
1996,09-May-96,KS,2,0,1.5,2.414
1996,09-May-96,KS,0,0,0.2,0.322
1996,09-May-96,KS,1,0,0.5,0.805
1996,09-May-96,KS,0,0,0.1,0.161
1996,09-May-96,KS,1,0,0.5,0.805
1996,09-May-96,IA,1,2,1.5,2.414
1996,10-May-96,IA,1,0,5,8.047
1996,10-May-96,TX,0,0,0.1,0.161
1996,10-May-96,TX,1,0,5,8.047
1996,10-May-96,TX,0,0,0.1,0.161
1996,13-May-96,TX,0,0,0.1,0.161
1996,13-May-96,TX,0,0,0.1,0.161
1996,14-May-96,OK,0,0,0.1,0.161
1996,15-May-96,NE,0,0,0.1,0.161
1996,17-May-96,SD,0,0,0.3,0.483
1996,17-May-96,SD,0,0,0.3,0.483
1996,17-May-96,SD,0,0,0.3,0.483
1996,17-May-96,SD,0,0,0.4,0.644
1996,17-May-96,SD,0,0,0.4,0.644
1996,17-May-96,SD,3,0,1,1.609
1996,17-May-96,SD,0,0,0.3,0.483
1996,17-May-96,SD,0,0,0.6,0.966
1996,18-May-96,SD,0,0,0.3,0.483
1996,18-May-96,SD,0,0,0.1,0.161
1996,18-May-96,SD,0,0,0.3,0.483
1996,19-May-96,IA,0,0,0.1,0.161
1996,22-May-96,NE,0,0,1,1.609
1996,22-May-96,KS,0,0,2,3.219
1996,22-May-96,NE,0,0,0.1,0.161
1996,22-May-96,KS,0,0,0.1,0.161
1996,22-May-96,NE,0,0,0.1,0.161
1996,22-May-96,KS,0,0,1,1.609
1996,22-May-96,KS,1,0,4,6.437
1996,22-May-96,NE,0,0,0.2,0.322
1996,22-May-96,NE,0,0,0.2,0.322
1996,24-May-96,TX,0,0,1,1.609
1996,24-May-96,TX,0,0,0.5,0.805
1996,24-May-96,TX,0,0,0.6,0.966
1996,24-May-96,TX,0,0,0.6,0.966
1996,24-May-96,TX,0,0,0.5,0.805
1996,24-May-96,TX,0,0,0.6,0.966
1996,24-May-96,KS,1,0,0.5,0.805
1996,24-May-96,TX,0,0,0.5,0.805
1996,24-May-96,TX,0,0,0.5,0.805
1996,25-May-96,TX,0,0,0.1,0.161
1996,25-May-96,TX,0,0,5,8.047
1996,25-May-96,TX,2,0,3,4.828
1996,25-May-96,OK,1,0,1,1.609
1996,25-May-96,TX,1,0,4,6.437
1996,25-May-96,TX,1,0,0.5,0.805
1996,25-May-96,TX,0,0,0.1,0.161
1996,25-May-96,TX,0,0,0.1,0.161
1996,25-May-96,TX,0,0,0.1,0.161
1996,25-May-96,TX,1,0,17,27.359
1996,25-May-96,TX,0,0,0.1,0.161
1996,25-May-96,TX,0,0,0.1,0.161
1996,26-May-96,OK,0,0,0.5,0.805
1996,26-May-96,OK,0,0,1,1.609
1996,26-May-96,OK,0,0,1,1.609
1996,26-May-96,OK,0,0,1,1.609
1996,26-May-96,KS,3,0,13,20.921
1996,26-May-96,KS,2,0,20,32.187
1996,26-May-96,KS,0,0,4,6.437
1996,26-May-96,KS,3,0,28,45.062
1996,26-May-96,KS,1,0,10,16.093
1996,26-May-96,KS,1,0,1,1.609
1996,26-May-96,KS,1,0,3,4.828
1996,26-May-96,OK,2,1,30,48.28
1996,26-May-96,KS,0,0,6,9.656
1996,26-May-96,KS,1,0,1,1.609
1996,26-May-96,OK,0,0,0.1,0.161
1996,27-May-96,IA,1,0,0.3,0.483
1996,27-May-96,IA,0,0,0.1,0.161
1996,27-May-96,IA,0,0,0.1,0.161
1996,29-May-96,TX,0,0,0.1,0.161
1996,29-May-96,TX,1,0,0.1,0.161
1996,29-May-96,TX,0,0,0.1,0.161
1996,30-May-96,TX,0,0,0.2,0.322
1996,30-May-96,SD,0,0,0.1,0.161
1996,30-May-96,SD,0,0,0.1,0.161
1996,30-May-96,SD,0,0,0.1,0.161
1996,30-May-96,NE,1,0,1,1.609
1996,30-May-96,TX,0,0,0.1,0.161
1996,30-May-96,TX,0,0,0.1,0.161
1996,31-May-96,OK,1,0,2.5,4.023
1996,31-May-96,SD,0,0,0.3,0.483
1996,31-May-96,SD,0,0,0.3,0.483
1996,31-May-96,SD,1,0,1,1.609
1996,31-May-96,SD,0,0,0.5,0.805
1996,31-May-96,KS,0,0,0.3,0.483
1996,31-May-96,SD,3,1,32,51.499
1996,31-May-96,KS,0,0,0.3,0.483
1996,31-May-96,SD,0,0,0.3,0.483
1996,31-May-96,KS,0,0,0.3,0.483
1996,31-May-96,KS,0,0,0.5,0.805
1996,31-May-96,KS,1,0,18,28.968
1996,31-May-96,SD,0,0,0.3,0.483
1996,31-May-96,KS,0,0,0.1,0.161
1996,31-May-96,KS,0,0,2,3.219
1996,31-May-96,SD,0,0,0.3,0.483
1996,31-May-96,TX,0,0,0.5,0.805
1996,31-May-96,TX,0,0,0.5,0.805
1996,31-May-96,SD,0,0,0.3,0.483
1996,02-Jun-96,TX,0,0,3,4.828
1996,02-Jun-96,TX,0,0,0.5,0.805
1996,02-Jun-96,TX,0,0,0.5,0.805
1996,02-Jun-96,TX,0,0,0.1,0.161
1996,03-Jun-96,OK,0,0,0.5,0.805
1996,03-Jun-96,TX,0,0,0.1,0.161
1996,05-Jun-96,OK,0,0,2,3.219
1996,05-Jun-96,KS,0,0,0.7,1.127
1996,05-Jun-96,KS,1,0,0.5,0.805
1996,05-Jun-96,KS,1,0,1,1.609
1996,05-Jun-96,NE,1,0,2,3.219
1996,05-Jun-96,NE,0,0,0.2,0.322
1996,05-Jun-96,NE,1,0,0.5,0.805
1996,05-Jun-96,NE,0,0,0.4,0.644
1996,05-Jun-96,NE,0,0,0.1,0.161
1996,06-Jun-96,KS,0,0,0.1,0.161
1996,06-Jun-96,OK,0,0,0.1,0.161
1996,06-Jun-96,OK,0,0,0.1,0.161
1996,06-Jun-96,OK,0,0,0.1,0.161
1996,06-Jun-96,OK,0,0,0.1,0.161
1996,11-Jun-96,KS,0,0,0.2,0.322
1996,11-Jun-96,KS,0,0,0.2,0.322
1996,11-Jun-96,KS,0,0,2.5,4.023
1996,12-Jun-96,TX,0,0,0.1,0.161
1996,16-Jun-96,IA,0,0,10,16.093
1996,16-Jun-96,IA,0,0,6,9.656
1996,16-Jun-96,IA,0,0,0.1,0.161
1996,18-Jun-96,NE,0,0,1.5,2.414
1996,18-Jun-96,NE,0,0,1,1.609
1996,18-Jun-96,TX,0,0,0.5,0.805
1996,18-Jun-96,OK,0,0,0.1,0.161
1996,19-Jun-96,NE,2,0,3,4.828
1996,19-Jun-96,NE,1,0,3,4.828
1996,19-Jun-96,NE,0,0,0.5,0.805
1996,19-Jun-96,NE,0,0,6,9.656
1996,20-Jun-96,NE,1,0,0.3,0.483
1996,20-Jun-96,NE,0,0,0.1,0.161
1996,20-Jun-96,NE,0,0,0.1,0.161
1996,20-Jun-96,TX,0,0,0.3,0.483
1996,20-Jun-96,NE,1,0,0.5,0.805
1996,20-Jun-96,NE,0,0,0.1,0.161
1996,20-Jun-96,NE,1,0,0.3,0.483
1996,20-Jun-96,NE,1,0,3,4.828
1996,20-Jun-96,NE,0,0,0.1,0.161
1996,20-Jun-96,NE,1,0,0.3,0.483
1996,20-Jun-96,NE,0,0,0.1,0.161
1996,21-Jun-96,KS,1,0,0.3,0.483
1996,22-Jun-96,KS,0,0,0.3,0.483
1996,22-Jun-96,KS,0,0,0.1,0.161
1996,22-Jun-96,KS,0,0,0.1,0.161
1996,23-Jun-96,NE,0,0,0.2,0.322
1996,29-Jun-96,IA,0,0,0.3,0.483
1996,01-Jul-96,IA,0,0,0.1,0.161
1996,01-Jul-96,NE,0,0,0.1,0.161
1996,01-Jul-96,NE,0,0,0.1,0.161
1996,04-Jul-96,NE,0,0,0.5,0.805
1996,07-Jul-96,NE,0,0,0.1,0.161
1996,07-Jul-96,NE,0,0,0.1,0.161
1996,07-Jul-96,NE,0,0,0.1,0.161
1996,07-Jul-96,NE,0,0,0.1,0.161
1996,07-Jul-96,NE,0,0,0.1,0.161
1996,07-Jul-96,NE,0,0,0.3,0.483
1996,09-Jul-96,TX,0,3,0.1,0.161
1996,15-Jul-96,KS,0,0,0.2,0.322
1996,15-Jul-96,KS,0,0,0.2,0.322
1996,15-Jul-96,KS,0,0,0.2,0.322
1996,16-Jul-96,NE,0,0,0.2,0.322
1996,16-Jul-96,NE,0,0,2,3.219
1996,16-Jul-96,NE,0,0,3,4.828
1996,16-Jul-96,IA,0,0,0.2,0.322
1996,17-Jul-96,SD,0,0,0.3,0.483
1996,17-Jul-96,SD,0,0,0.3,0.483
1996,17-Jul-96,SD,2,0,5,8.047
1996,17-Jul-96,SD,1,0,3,4.828
1996,17-Jul-96,SD,0,0,0.3,0.483
1996,17-Jul-96,SD,0,0,0.3,0.483
1996,17-Jul-96,SD,0,0,0.3,0.483
1996,19-Jul-96,KS,0,0,0.2,0.322
1996,20-Jul-96,KS,0,0,0.1,0.161
1996,20-Jul-96,SD,0,0,0.3,0.483
1996,21-Jul-96,KS,1,0,3,4.828
1996,21-Jul-96,KS,0,0,0.5,0.805
1996,23-Jul-96,TX,0,0,0.1,0.161
1996,23-Jul-96,KS,0,0,0.1,0.161
1996,23-Jul-96,KS,0,0,0.2,0.322
1996,23-Jul-96,KS,0,0,0.1,0.161
1996,23-Jul-96,KS,0,0,0.2,0.322
1996,23-Jul-96,KS,0,0,1,1.609
1996,23-Jul-96,KS,0,0,0.1,0.161
1996,23-Jul-96,KS,0,0,0.1,0.161
1996,23-Jul-96,KS,1,0,1,1.609
1996,23-Jul-96,KS,0,0,0.5,0.805
1996,23-Jul-96,KS,0,0,0.5,0.805
1996,24-Jul-96,IA,1,0,1,1.609
1996,25-Jul-96,TX,0,0,0.3,0.483
1996,25-Jul-96,NE,0,0,1,1.609
1996,25-Jul-96,KS,0,0,0.2,0.322
1996,25-Jul-96,KS,1,0,0.3,0.483
1996,25-Jul-96,NE,0,0,8,12.875
1996,25-Jul-96,NE,0,0,0.1,0.161
1996,29-Jul-96,IA,0,0,0.3,0.483
1996,31-Jul-96,KS,0,0,0.5,0.805
1996,01-Aug-96,OK,0,0,0.1,0.161
1996,02-Aug-96,NE,0,0,10,16.093
1996,02-Aug-96,NE,0,0,50,80.467
1996,02-Aug-96,KS,0,0,0.5,0.805
1996,03-Aug-96,SD,0,0,0.3,0.483
1996,03-Aug-96,SD,0,0,0.3,0.483
1996,04-Aug-96,NE,0,0,0.1,0.161
1996,04-Aug-96,NE,1,0,0.5,0.805
1996,06-Aug-96,KS,1,0,3,4.828
1996,06-Aug-96,KS,0,0,0.1,0.161
1996,06-Aug-96,SD,0,0,0.1,0.161
1996,06-Aug-96,SD,1,0,0.2,0.322
1996,10-Aug-96,TX,0,0,0.5,0.805
1996,10-Aug-96,NE,2,0,6,9.656
1996,10-Aug-96,NE,0,0,0.2,0.322
1996,10-Aug-96,NE,1,0,0.3,0.483
1996,10-Aug-96,KS,0,0,0.2,0.322
1996,11-Aug-96,LA,0,0,0.1,0.161
1996,11-Aug-96,OK,1,0,0.1,0.161
1996,11-Aug-96,OK,0,0,0.1,0.161
1996,12-Aug-96,TX,0,0,0.5,0.805
1996,12-Aug-96,TX,0,0,0.5,0.805
1996,17-Aug-96,OK,0,0,3,4.828
1996,19-Aug-96,IA,0,0,0.5,0.805
1996,21-Aug-96,OK,0,0,0.1,0.161
1996,22-Aug-96,IA,0,0,0.3,0.483
1996,23-Aug-96,TX,0,0,5,8.047
1996,24-Aug-96,TX,0,0,0.2,0.322
1996,26-Aug-96,TX,0,0,0.3,0.483
1996,28-Aug-96,TX,0,0,0.2,0.322
1996,28-Aug-96,TX,0,0,0.2,0.322
1996,29-Aug-96,OK,0,0,0.1,0.161
1996,01-Sep-96,TX,0,0,0.5,0.805
1996,07-Sep-96,TX,0,0,0.1,0.161
1996,14-Sep-96,TX,1,0,0.5,0.805
1996,14-Sep-96,TX,0,0,0.5,0.805
1996,15-Sep-96,TX,1,0,0.5,0.805
1996,15-Sep-96,TX,2,1,4,6.437
1996,15-Sep-96,TX,1,0,0.2,0.322
1996,16-Sep-96,TX,1,0,2,3.219
1996,17-Sep-96,TX,0,0,0.1,0.161
1996,17-Sep-96,TX,0,0,0.1,0.161
1996,17-Sep-96,TX,0,0,0.1,0.161
1996,17-Sep-96,TX,0,0,0.5,0.805
1996,17-Sep-96,TX,0,0,0.5,0.805
1996,17-Sep-96,TX,0,0,0.5,0.805
1996,18-Sep-96,KS,0,0,2.5,4.023
1996,18-Sep-96,OK,0,0,0.5,0.805
1996,18-Sep-96,OK,0,0,0.5,0.805
1996,19-Sep-96,TX,1,0,0.5,0.805
1996,19-Sep-96,NE,0,0,0.4,0.644
1996,19-Sep-96,TX,0,0,0.1,0.161
1996,19-Sep-96,TX,0,0,0.1,0.161
1996,20-Sep-96,TX,1,0,2,3.219
1996,20-Sep-96,TX,1,0,1,1.609
1996,20-Sep-96,TX,0,0,0.2,0.322
1996,20-Sep-96,TX,0,0,0.2,0.322
1996,20-Sep-96,TX,0,0,0.2,0.322
1996,20-Sep-96,TX,1,0,0.2,0.322
1996,20-Sep-96,TX,1,0,0.2,0.322
1996,20-Sep-96,TX,0,0,0.5,0.805
1996,20-Sep-96,TX,0,0,1,1.609
1996,20-Sep-96,TX,0,0,0.5,0.805
1996,20-Sep-96,TX,0,0,0.2,0.322
1996,20-Sep-96,TX,0,0,0.5,0.805
1996,20-Sep-96,TX,1,0,1.7,2.736
1996,20-Sep-96,TX,0,0,0.2,0.322
1996,20-Sep-96,TX,1,0,0.5,0.805
1996,25-Sep-96,OK,0,0,0.1,0.161
1996,25-Sep-96,OK,0,0,0.2,0.322
1996,25-Sep-96,OK,0,0,0.1,0.161
1996,25-Sep-96,OK,0,0,0.1,0.161
1996,25-Sep-96,OK,0,0,0.1,0.161
1996,26-Sep-96,TX,0,1,2,3.219
1996,27-Sep-96,TX,0,0,0.5,0.805
1996,21-Oct-96,TX,1,0,0.5,0.805
1996,21-Oct-96,TX,1,7,0.5,0.805
1996,21-Oct-96,TX,0,1,0.1,0.161
1996,21-Oct-96,TX,0,0,0.1,0.161
1996,21-Oct-96,TX,0,0,0.1,0.161
1996,21-Oct-96,TX,1,0,22,35.406
1996,21-Oct-96,TX,0,0,0.1,0.161
1996,21-Oct-96,TX,0,0,0.1,0.161
1996,26-Oct-96,NE,1,1,0.8,1.287
1996,26-Oct-96,NE,1,3,1,1.609
1996,26-Oct-96,NE,0,0,0.2,0.322
1996,26-Oct-96,SD,1,0,1,1.609
1996,26-Oct-96,SD,0,0,1,1.609
1996,26-Oct-96,SD,1,0,1,1.609
1996,26-Oct-96,SD,1,0,0.5,0.805
1996,26-Oct-96,SD,1,0,1,1.609
1996,26-Oct-96,SD,0,0,0.5,0.805
1996,26-Oct-96,SD,0,0,0.5,0.805
1996,26-Oct-96,SD,0,0,0.5,0.805
1996,26-Oct-96,SD,0,0,0.5,0.805
1996,29-Oct-96,SD,0,0,0.1,0.161
1996,07-Nov-96,TX,2,0,5,8.047
1996,07-Nov-96,LA,1,0,20,32.187
1996,07-Nov-96,LA,0,0,1.8,2.897
1996,07-Nov-96,TX,0,0,0.1,0.161
1996,16-Nov-96,OK,0,0,1,1.609
1996,24-Nov-96,TX,0,0,0.1,0.161
1996,24-Nov-96,LA,1,0,1.5,2.414
1996,24-Nov-96,LA,0,0,0.1,0.161
1996,24-Nov-96,LA,1,0,0.3,0.483
1996,30-Nov-96,TX,0,2,0.1,0.161
1996,30-Nov-96,LA,1,0,1.9,3.058
1996,30-Nov-96,LA,2,11,10,16.093
1996,15-Dec-96,LA,0,0,1.5,2.414
1996,31-Dec-96,TX,0,0,0.1,0.161
1997,23-Jan-97,TX,1,4,1,1.609
1997,23-Jan-97,LA,2,0,5,8.047
1997,24-Jan-97,LA,1,1,4,6.437
1997,27-Jan-97,TX,1,0,1.5,2.414
1997,27-Jan-97,TX,0,0,0.1,0.161
1997,27-Jan-97,TX,0,0,0.1,0.161
1997,27-Jan-97,TX,0,0,0.1,0.161
1997,27-Jan-97,TX,0,0,0.1,0.161
1997,27-Jan-97,TX,0,0,0.2,0.322
1997,12-Feb-97,TX,0,0,1.2,1.931
1997,20-Feb-97,TX,1,0,10,16.093
1997,20-Feb-97,TX,0,0,0.1,0.161
1997,20-Feb-97,TX,0,0,0.1,0.161
1997,20-Feb-97,TX,0,0,1,1.609
1997,20-Feb-97,TX,0,0,8,12.875
1997,20-Feb-97,OK,0,0,0.1,0.161
1997,01-Mar-97,TX,1,0,2.5,4.023
1997,12-Mar-97,TX,0,0,0.2,0.322
1997,17-Mar-97,TX,0,0,0.1,0.161
1997,17-Mar-97,TX,0,0,0.1,0.161
1997,25-Mar-97,TX,0,0,0.1,0.161
1997,25-Mar-97,TX,0,0,0.1,0.161
1997,27-Mar-97,OK,0,0,0.1,0.161
1997,30-Mar-97,TX,0,0,0.1,0.161
1997,04-Apr-97,TX,1,0,0.5,0.805
1997,04-Apr-97,TX,0,0,0.1,0.161
1997,04-Apr-97,TX,0,0,0.1,0.161
1997,04-Apr-97,TX,1,0,0.3,0.483
1997,04-Apr-97,TX,0,0,0.2,0.322
1997,04-Apr-97,TX,1,0,0.3,0.483
1997,04-Apr-97,TX,0,0,0.1,0.161
1997,04-Apr-97,TX,0,0,0.1,0.161
1997,04-Apr-97,LA,1,0,20,32.187
1997,04-Apr-97,NE,1,0,1,1.609
1997,04-Apr-97,TX,0,0,0.1,0.161
1997,04-Apr-97,OK,0,0,0.5,0.805
1997,10-Apr-97,TX,1,0,2.2,3.541
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,10-Apr-97,TX,2,0,2.6,4.184
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,10-Apr-97,TX,1,0,0.2,0.322
1997,10-Apr-97,TX,1,0,0.2,0.322
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,10-Apr-97,TX,1,2,0.2,0.322
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,10-Apr-97,TX,0,0,0.1,0.161
1997,11-Apr-97,TX,0,0,0.2,0.322
1997,11-Apr-97,TX,0,0,0.2,0.322
1997,11-Apr-97,LA,0,0,0.3,0.483
1997,11-Apr-97,LA,0,0,0.2,0.322
1997,19-Apr-97,KS,0,0,0.4,0.644
1997,22-Apr-97,TX,0,0,0.1,0.161
1997,24-Apr-97,TX,0,0,0.2,0.322
1997,29-Apr-97,KS,0,0,0.3,0.483
1997,30-Apr-97,IA,0,0,10,16.093
1997,30-Apr-97,IA,0,0,3,4.828
1997,30-Apr-97,IA,0,0,2,3.219
1997,30-Apr-97,IA,0,0,0.1,0.161
1997,30-Apr-97,IA,0,0,0.1,0.161
1997,30-Apr-97,IA,0,0,0.1,0.161
1997,02-May-97,LA,1,0,13,20.921
1997,06-May-97,TX,0,0,0.1,0.161
1997,06-May-97,TX,0,0,0.7,1.127
1997,07-May-97,NE,0,0,1.2,1.931
1997,07-May-97,NE,0,0,1.8,2.897
1997,07-May-97,NE,0,0,2,3.219
1997,07-May-97,NE,1,0,4,6.437
